dee,102995,4909
deed,101939,4910
deedar,102941,4911
deen,101102,4913
deep,101958,20783
deepak,102323,21511
deeply,102328,21515
deepocean,102034,21362
deewan,104320,4914
deewana,104321,4915
deewanay,103315,20495
deewane,103315,20495
deewar,104324,21188
defeat,102067,21560
defence,102532,21558
define,102071,4916
dega,104337,20170
degi,102083,4917
degre,102990,20281
degree,102990,20281
dehaan,104333,20382
dehan,104333,20382
dehk,102739,4918
dehleez,102747,20380
dehlez,102747,20380
dehli,102109,4919
dei,102502,4956
deikh,104340,4849
dein,104351,4920
deir,104357,4921
dejiye,103345,20498
dek,104340,20159
deka,104341,20159
dekar,104349,20401
dekh,104340,4849
dekha,104341,20308
dekhai,103059,4973
dekhain,104347,4850
dekhay,102567,20308
dekhe,102567,20308
dekhein,104347,4923
dekhen,104347,4924
dekhenge,102700,21735
dekhey,102567,20308
dekhi,102233,4983
dekhiye,102234,20308
dekhna,102702,4925
dekhnay,102703,4925
dekhne,102703,20407
dekhny,102703,20407
dekho,104348,20308
dekhon,102243,4926
dekhoon,102243,4928
dekhta,104344,20428
dekhtay,104346,4974
dekhte,104346,4974
dekhti,104345,20428
dekhty,104346,4974
dekhun,102243,4929
dekhy,102567,4851
deki,102233,20159
dekna,102702,4930
deko,104348,20159
dekota,103533,20441
dekte,104346,4931
del,103407,20178
delay,103390,4932
delet,103407,4933
delete,103407,4934
deleted,103406,21814
deliver,103408,21811
delivered,103409,21822
delivery,103411,21811
delivry,103411,21811
dem,102282,4935
demag,103421,20645
demagh,103421,20651
demand,103424,4936
democracy,103425,21873
dena,104352,4937
denay,104356,4938
dene,104356,4947
deney,104356,4939
dengay,104354,4940
denge,104354,4941
dengey,104354,4941
dengi,102316,4943
dengue,103433,4944
dengy,104354,4945
deni,104355,4946
deny,103440,4947
department,103801,21941
depend,103797,21939
depressed,103799,21522
dept,103801,21971
der,104357,4921
dera,102515,4948
dere,102346,4949
des,102367,4950
describe,103951,22020
dese,102382,4951
deserve,102406,22027
desh,103959,4952
desi,102382,4953
desicorner,103712,22043
design,103963,22051
desire,102401,4954
desired,103966,22063
destroyed,103995,22089
deta,104363,20221
detail,104001,20492
details,104002,22107
detay,104365,20221
dete,104365,20221
detey,104365,20221
deti,104364,20221
detol,102439,4955
dety,104365,20221
devar,104324,22145
devdas,102451,21171
development,102470,22156
devil,102479,21174
deviladvocate,103303,21175
devils,102465,22169
devilzclub,102463,22174
dew,102446,20225
dewaar,104324,21188
dewan,104320,20495
dewana,104321,4915
dewane,103315,20495
dewangi,103316,21539
dewani,103317,20495
dewano,103318,20495
dewar,104324,21188
dey,102502,4956
deya,104332,20098
deye,103334,4957
deyna,104352,4958
deyr,104357,4959
dfa,102523,20320
dfrnt,102984,22252
dgre,102990,20281
dhaga,102561,20371
dhakan,102741,20379
dhakka,102744,20368
dhakkan,102741,20379
dhal,102591,4960
dhalta,102749,22346
dhamaka,103422,22354
dhamake,103423,22354
dhamki,102753,22354
dhang,102759,22387
dharakta,102860,22405
dharka,102650,20386
dharkan,103876,20384
dharkano,102859,20384
dharkn,103876,20384
dharti,102863,22450
dheela,102731,4961
dheemi,102732,4962
dhek,104340,4918
dher,102733,20369
dhere,102736,20369
dheyan,104333,20382
dhire,102736,20369
dho,103505,20367
dhobi,103464,22292
dhoi,102869,20367
dhoka,104091,20368
dhokay,103532,20368
dhoke,103532,20368
dhol,102769,21651
dhona,103510,4963
dhond,103624,4967
dhonda,102818,22380
dhondh,103624,22382
dhondo,103569,4967
dhondta,103570,22608
dhondte,103627,22608
dhondty,103627,22608
dhone,102901,4964
dhoo,103505,20367
dhool,111638,21651
dhoom,102884,20376
dhoond,103624,22380
dhoonda,102818,22380
dhoondta,103570,22608
dhoondte,103627,22608
dhoop,103636,22650
dhoti,102835,21633
dhoya,101047,20367
dhrkan,103876,20384
dhuki,104126,4965
dhul,111638,21651
dhund,102887,4966
dhundo,103569,4967
dhup,103636,22650
dhyan,104333,20382
di,102995,20098
dia,104332,20098
dial,104350,4865
dialy,102927,4968
diamond,103197,20456
diay,103334,20098
dictionary,102939,22811
dictionry,102939,22811
didar,102941,4969
die,101058,4970
dien,104353,4971
diesel,103252,21685
difference,102983,22249
different,102984,22252
difficult,104085,21568
difficulties,102975,22862
difficulty,102972,21568
difrent,102984,22252
difrnt,102984,22252
digital,102987,22899
dihan,104333,20382
diil,104350,20178
dijiye,103345,20498
dikh,103006,4972
dikha,103347,4973
dikhae,103348,20308
dikhai,103059,4973
dikhain,103362,4922
dikhana,103354,4925
dikhane,103355,20407
dikhao,103356,20308
dikhata,103357,20428
dikhaty,103050,4974
dikhaya,103359,20308
dikhaye,103056,20308
dikhayen,103350,20407
dikhta,103374,20428
dikhti,103384,20428
dil,103145,20178
dila,103402,4976
dilana,103091,4975
dilao,103095,4976
dilata,103102,20191
dilate,103389,20191
dilati,103105,20191
dilawar,103107,23042
dilaya,103109,4977
dilbar,103117,23053
dildar,103118,23059
dili,103189,20178
diljale,103403,23079
diljalo,103134,23079
dilkash,103140,23090
dill,103145,20178
dilo,103171,20178
dilon,103171,4978
dilruba,103161,23117
dilse,103169,21806
dilseumer,103170,23123
dilwalay,103180,20629
dimaag,103421,20645
dimag,103421,20645
dimagh,103421,20651
dinner,103199,20756
dino,103204,5000
dinon,103204,20683
diploma,102327,21953
direct,103835,4979
direction,103212,23210
directly,103836,23211
director,103213,23219
dirty,104240,4980
disable,103222,23237
disabled,103223,23238
disco,103952,21037
discover,103955,23286
discus,103273,22022
discusion,103954,23297
discuss,103273,22022
discussion,103954,23297
disease,103251,4981
disney,103261,20781
display,103263,23353
distance,103983,23376
distrb,103997,22090
disturb,103997,22090
divide,104315,21173
division,103305,23442
diwana,104321,4982
diwane,103315,20495
diwangi,103316,21539
diwar,104324,21188
diy,103324,20098
diya,104332,20098
diye,103334,20098
djhamad,103340,23485
djuice,114270,22927
dkha,103347,20308
dkhao,103356,20308
dkhi,103381,4983
dkhne,103371,20407
dkho,103372,4855
dlvr,103408,4984
dmagh,103421,20651
dnt,104184,20204
dnya,104189,20169
do,104008,4985
doa,104296,4986
doba,104050,20227
dobara,104054,20260
dobi,103464,4987
dobra,103473,20260
dobta,104069,20231
dobtay,104072,20231
docter,103802,21078
doctor,103802,21078
doctors,103489,21079
doctr,103802,21078
dodh,104077,4988
does,103498,4989
doga,103504,20170
doge,103504,4990
dogy,103504,4991
doin,103524,4992
doing,103524,4993
dokha,104091,20308
dolat,104134,4994
dolha,104146,4995
doli,104144,4996
dollar,103557,4997
domino,103561,4998
don,103580,4999
donate,104172,20204
donga,103573,20203
donkey,103579,20681
dono,104185,5000
donon,104185,20683
donot,104184,20204
dont,104184,20204
donu,104185,5000
doo,104008,5001
doob,103599,5002
dooba,104050,5002
doobta,104069,20231
doobte,104072,20231
doobti,104073,20231
dood,104077,5003
doodh,104077,5004
doon,104194,5005
doonga,104193,20203
door,104289,20208
doori,104290,20208
dooriyan,104242,20212
dooriyon,104243,20212
doosra,104291,5006
doosray,129872,21440
doosre,129872,21440
doosri,104293,5006
doosron,129873,23927
doosry,129872,21440
dopeflyer,103658,23942
dor,103665,20208
dora,103666,20208
doran,103669,5007
dori,103678,20208
doriyan,103697,20212
dorr,103688,20208
dosnt,104368,21404
dosra,104291,5006
dosray,129872,21440
dosre,129872,21440
dosrey,129872,21440
dosri,104293,5039
dosro,129873,21440
dosron,129873,23927
dosry,129872,21440
dost,103652,20218
dostana,103735,5008
dosti,103981,20218
dosto,103984,20218
doston,103984,5009
dostoon,103984,5010
dosty,103981,20218
dot,101153,5011
double,103753,20236
doubt,104068,5012
doulat,104134,5013
doun,104194,5014
dour,104289,20208
down,104326,5015
download,104329,24106
dozak,104304,24093
dozakh,104304,21166
dr,103802,20208
drakht,103929,20798
dramay,103823,20804
drd,104219,5016
dre,103840,5017
dream,103841,5018
dreaming,103844,24217
dreams,103853,24178
dreamz,103853,24226
dreemking,103852,24218
drink,103806,24188
drinking,103863,24261
drive,103864,24264
driver,103867,24268
driving,103866,24273
drivr,103867,24268
drood,104241,20833
drop,103807,20954
drta,103919,20818
drud,104241,20833
drugie,103928,20796
drunk,103898,5019
drwaza,103939,20997
dry,103942,5020
drya,103941,5022
dscvrd,103956,23287
dsnt,104368,21404
dstrb,103997,22090
dt,104284,5023
dta,104285,20221
dte,104286,5025
dti,104006,5025
du,104008,4848
dua,104296,4826
duaa,104296,4826
duaain,104301,5029
duaaon,104300,5032
duaein,104301,5030
duaen,104301,5031
duain,104301,5029
duao,104300,5033
duaon,104300,5032
dub,104056,20227
duba,104050,20227
dubai,104061,20227
dubara,104054,20260
dubo,104066,20227
dude,104283,5034
dudes,104079,5035
dudez,104079,5036
dudh,104077,5037
duffer,104086,20326
duffers,104083,20323
dufr,104086,20326
dukaan,104101,20298
dukan,104101,20298
dukandar,104129,23746
dukh,104099,20308
dukhi,104126,5038
dukhon,104122,20407
dulha,104146,20558
dulhan,104142,23556
dulhn,104142,23556
dum,103558,20194
dung,104158,20203
dunga,104161,20203
dungi,104164,20203
dunia,104189,20169
duniya,104189,20169
dunya,104189,20169
duplicate,104207,24084
dur,104289,20208
duration,104218,24334
duri,104290,20208
during,104230,20875
duriyan,104242,20212
durng,104230,20875
durood,104241,20833
durud,104241,20833
durust,104237,20985
dushman,104261,23995
dushmani,104262,23995
dushmano,104263,23995
dushwaar,104259,24412
dushwar,104259,24412
dusra,104291,5006
dusray,129872,21440
dusre,129872,21440
dusrey,129872,21440
dusri,104293,5039
dusro,129873,21440
dusron,129873,23927
dusry,129872,21440
duur,104289,20208
duwa,104296,20225
dwa,104316,20225
dwai,104318,5040
dxrulez,104330,24923
dya,104332,20098
dyin,104338,5041
dying,104338,5042
dyna,104352,5043
dyta,104363,5027
dznt,104368,23704
each,104383,24994
eak,112007,25010
early,104992,25019
earthquake,104398,25029
easily,105309,25046
easy,105318,24981
easyload,105317,25054
eat,104470,24982
eating,104408,25061
ebadat,111806,25071
eca,111967,5044
echo,104431,5046
economic,104432,25099
educated,104451,25142
education,104456,25146
educational,104457,25147
ee,104570,5047
eemaan,112141,25172
eeman,112141,25172
effect,104480,25189
effective,104482,25193
effort,104484,25204
eg,104485,25001
eh,109000,25005
ehad,104503,25006
ehd,104503,25006
ehehe,131996,25242
ehle,104514,25007
ehsaan,111919,25272
ehsan,104539,25272
ehsun,104539,5048
ehtram,111927,25290
ei,104570,5049
eid,104577,24990
eik,112007,25010
einstein,112529,25356
either,104615,25370
ejad,111937,25169
ejaz,111939,25384
ejazat,111945,25379
ek,112007,25010
elaaj,112078,25421
elaan,112056,25352
elahi,112077,25420
elan,112056,25352
elawa,112065,25441
elder,120769,25456
elected,104681,25448
election,104694,25449
electric,104690,25451
electrical,104696,25451
electricity,104697,25451
electrn,104699,25454
elephant,104723,25501
elfi,104706,25510
elfy,104706,25510
elm,121405,25435
em,104732,25551
emaan,112141,25172
eman,112141,25172
emergency,104786,25590
emo,104765,5050
emon,104766,5051
emotion,104767,25617
emotional,104789,25614
emotions,104772,25616
emperor,104780,25626
empty,104790,25640
enayat,112820,25175
ending,104805,25687
ends,104810,25694
enemy,104873,25659
energy,104904,25708
engaged,104816,25711
engagement,104832,25714
engg,112387,25700
engine,112386,25734
engineer,112387,25719
engineering,104863,25718
engineers,104838,25740
england,104847,25748
english,128597,25013
englsh,128597,25013
engr,112387,25764
enj,128995,25784
enjoy,128995,25784
enjoyed,104891,25798
enjoying,128996,25792
enjoyment,104894,25801
enjoyng,128996,25792
enjy,128995,25784
enough,112788,25732
enter,129243,25853
entered,104933,25856
enters,104945,25863
entertain,104921,25866
entertainment,112759,25866
entire,104929,5052
entr,129243,25853
entry,129252,25853
environment,104956,25915
epl,133273,25936
eq,104979,5053
equal,104978,25011
equation,104979,25949
er,104369,25014
ere,105004,5054
error,104995,25990
esa,105010,5055
esay,111896,24981
escape,105015,26019
ese,111896,5057
esey,111896,5057
esha,105019,5058
esi,105028,5060
esliy,113037,5061
esp,105056,26059
especially,105056,26060
esy,111896,24981
etbar,113102,25057
etc,105101,25064
etna,113127,25060
etni,113165,25060
eve,105172,25065
even,105142,25184
evening,105145,26178
ever,105147,5062
every,105170,26187
everybdy,105171,26189
everybody,105171,26189
everyday,105159,26192
everyone,105161,26212
everyones,105127,26213
everything,105166,26198
everythng,105166,26198
everytime,105168,26220
everywhere,105175,26222
evil,105141,26174
evn,105142,25184
evning,105145,26178
evr,105147,5062
evri,105170,26187
evry,105170,26187
evrybdy,105171,26189
evrybody,105171,26189
evryday,105159,26192
evryone,105161,26212
evrything,105166,26198
evrythng,105166,26198
evrytime,105168,26220
exact,149249,26288
exactly,149208,26289
exam,105221,26293
examination,105223,26295
examiner,105222,26298
example,105225,26302
exams,105186,26306
examz,105186,26307
excellent,149238,26321
except,149243,26327
exchange,105197,26333
excited,105217,26309
exciting,149237,26339
excuse,149247,26353
exercise,149300,26376
exhausted,149221,26381
exist,105271,5063
expect,149281,26416
expectation,149283,26413
expected,105230,26414
experience,149298,26431
experienced,105260,26431
expert,105268,26438
expire,149296,26444
expired,149290,26443
explain,149291,26409
explanation,105245,26453
expres,149297,26478
express,149297,26478
expression,105267,26479
extra,149301,26506
extreme,149307,26513
extremist,149312,26518
ey,105288,24980
eye,105288,24980
eyes,105299,5064
eyez,105299,25069
ezat,113228,25376
ezzat,113228,25376
faasla,105816,26625
faasle,105820,5065
face,105332,5066
facebook,105436,26643
facility,130285,26641
fact,105333,5067
factory,105444,26659
factry,105444,26659
facts,105446,26662
faculty,105432,5068
faeda,105893,26604
fahad,105466,26700
fahash,105802,26709
faheem,105474,26719
fahem,105969,26719
fahim,105474,26719
fahmi,106069,5069
faida,105893,26604
faiday,105891,26604
fail,105347,26741
failed,105345,26743
failure,105491,5070
fair,105453,26612
fairy,106015,5071
faisal,106845,5072
faisala,106846,5072
faisalabad,106686,26769
faisl,106845,5072
faisla,106846,26625
faislay,106073,5091
faisle,106073,5091
faiz,105897,5095
faiza,105532,5073
faizan,106219,5074
faizi,105540,5095
fajar,106231,26838
fajr,106231,26838
fakat,106417,26847
fake,105548,5075
fakhar,106234,26855
fal,105564,26741
falak,106241,26866
falkon,105569,26882
fall,106312,26741
falling,106315,26745
falsafa,105576,26896
falto,105580,26615
faltoo,105580,26615
faltu,105580,26615
family,106280,26751
famly,106280,26751
famous,105591,26924
fan,106008,5076
fana,106772,5077
fanaa,106772,5078
fani,106782,5079
fans,105610,5080
fantastic,106740,26948
faqat,106417,26847
faqeer,106415,5081
faqir,106415,5081
faqt,106417,26847
far,105363,5082
faraar,106453,26984
faraaz,106458,26621
farah,106442,26997
faraib,106444,26987
farak,106792,26623
faraq,106792,26623
farar,106453,26984
faraz,106458,26621
farazz,106458,26621
fard,106460,26983
fareb,106444,26987
farhad,105675,27051
farhan,106016,27054
farhana,105679,27054
fari,105665,5083
farig,105692,5084
farigh,105692,26622
farishta,105379,27041
farishtay,130907,27041
farishte,130907,27041
farishtey,130907,27041
farishto,131018,27041
farishton,131018,27091
farishty,130907,27041
fariyad,106675,26983
fark,106792,26623
farma,131043,27004
farmae,106614,27004
farmain,131044,27109
farmaish,106606,27005
farmaiye,106623,5085
farman,106788,5086
farmane,106789,5086
farmata,106610,27111
farmay,106614,27004
farmaya,131045,5104
farmaye,106623,27004
farmayen,131044,27109
farooq,105765,5087
farq,106792,26623
farrukh,105773,26981
farukh,105773,26981
farward,137040,27192
faryaad,106675,26983
faryad,106675,26983
farz,132054,5141
farzana,106678,27206
fasana,106680,26784
fasane,106681,26784
fashion,106682,5088
fasla,105816,26625
faslay,105820,5089
fasle,105820,5090
fasly,106073,5091
fast,106688,26661
fat,105425,26595
fatah,105839,26632
fate,105527,26595
fateh,105841,26632
fateha,105845,26632
father,133269,27300
fathers,105842,27303
fathr,133269,27300
fatiha,105845,26632
fatima,105850,27309
fatwa,106203,27293
fauj,106398,26600
fauji,106310,26600
fault,105577,5092
faults,105854,27329
fav,106831,27333
favorable,105862,27342
favorite,106831,27337
favour,106829,5093
favourite,106831,27337
fawad,105876,27365
fayaz,106842,5094
fayda,105893,26604
fazal,105922,27384
fazi,105913,5095
fazol,106852,27384
fazool,106852,27384
fazul,106852,27384
fck,106710,26658
fe,106055,26567
fear,106048,5096
feature,105937,26634
feb,105943,27427
fee,106055,26567
feedback,105958,27448
feel,105326,26741
feelin,105990,26869
feeling,105990,26745
feelings,105964,27502
feelng,105990,26745
fees,106049,5097
feet,106691,5098
fehmi,106069,5099
fel,105982,26741
fellow,106261,5100
fellows,105994,26890
felng,105990,26745
felow,106261,5101
felt,106273,5102
female,106279,5103
femalefooty,106002,27456
females,106281,26907
fer,106148,26612
ferma,131043,27004
fermaish,106606,27005
fermaya,131045,5104
fesla,106846,26625
fever,106047,27341
fevr,106047,27341
few,106205,27364
ffant,106298,26944
fi,106090,5105
fiaz,106074,26608
fida,106079,26604
field,105983,5107
fight,106847,26739
fighter,106091,27700
fighters,106084,27702
fighting,106089,27704
figure,106087,27651
fikar,132219,26850
fiker,132219,26850
fikr,132219,26850
fil,106109,5108
filhal,106253,27537
fill,106109,26741
film,106262,27728
films,106119,27752
final,106125,27760
financial,106132,27771
find,106288,27778
finding,106131,27781
finds,106290,27684
fine,106843,5118
finger,106293,27792
finish,106297,26930
finished,106143,27789
fiqar,132219,5109
fir,106148,26612
firaq,106153,5110
firdous,106157,27027
fire,106844,5096
first,121777,5111
fit,106058,5112
fitrat,106697,27891
five,147396,5113
fiz,106230,26608
fiza,106848,5073
fizaon,106227,26819
flamer,106249,27976
flat,106245,5114
flight,106237,28003
flirt,106275,27995
flirting,106260,28014
flm,106262,27728
floor,106266,26746
flop,106265,28007
flow,106276,26889
flower,106270,27989
flowers,106269,28035
flt,106273,5115
flu,106274,5116
fly,106254,5117
flying,106277,26745
fmly,106280,26751
fnd,106288,27778
fne,106843,5118
fny,106782,5119
foji,106310,5120
follow,106326,26889
followed,106321,28144
following,106327,28147
follows,106325,26890
folow,106326,26889
fon,132302,5121
fone,132302,5122
food,105323,5123
foolish,106784,26747
fools,106334,26747
foot,106809,5124
footbal,106813,28179
football,106813,28179
for,106370,5125
foran,106376,27204
forever,106507,27043
forget,106511,26993
forgive,106512,28229
forgiveness,106357,28232
forgotten,106360,28225
formality,106366,28252
format,106621,5126
formula,106368,27134
forn,106376,27204
forum,106403,5127
forun,106376,27204
forwad,137040,27191
forward,137040,27192
forwarded,106836,28291
forword,137040,27192
forwrd,137040,27192
foto,106396,5128
found,106402,27778
foundation,106401,28319
four,113176,5129
fozia,106411,5130
fqat,106417,26847
fqt,106417,26847
fraaz,106458,26621
fragrance,106479,28368
france,106449,28195
frand,106683,27161
frandz,106650,28384
fraz,106458,26621
frd,106460,5131
frdship,136440,28401
fre,106476,5132
free,106476,5134
freindship,136440,27687
freindz,106650,28384
french,106624,27602
frend,106683,27161
frendship,136440,27687
frendshp,136440,27687
frendz,106650,28384
frenz,106650,28459
fresh,106659,27008
fri,106524,5135
friday,106524,5136
fridge,106568,28399
friend,106683,27161
friendfinder,106627,28506
friendly,106628,28512
friends,106650,27845
friendscorner,106542,28519
friendship,136440,27687
friendshp,136440,27687
friendz,106650,28384
friendzy,106651,28384
friendzz,106650,28384
frind,106683,27161
frindship,136440,27687
frindz,106650,28384
frishta,106582,27041
frishtay,130907,27041
frishte,130907,5139
frishton,131018,27091
frishty,130907,27041
frm,106595,5137
frma,131043,27004
frmaen,131044,27109
frmate,106613,27111
frmaya,131045,5104
frnd,106683,27161
frndship,136440,27687
frndshp,136440,27687
frndz,106650,28384
frnz,106650,28459
frog,106509,26992
from,106595,5137
fron,106654,5138
front,106654,28389
frst,121777,5139
fruit,106655,26985
frwd,137040,27191
frwrd,137040,27192
fry,106676,5140
fryad,106675,26983
frz,132054,5141
fsana,106680,26784
fst,106688,26661
ft,106691,5142
fu,106335,5143
fuck,106710,26658
fucked,106712,27440
fucker,106708,28742
fucking,106717,28746
fucku,106709,26658
fuk,106710,26603
ful,106725,5144
full,106725,5145
fulltunn,106734,28792
fully,106736,5146
fun,106823,26617
funclub,106767,26929
funcorner,106748,28090
function,106768,28091
functions,106287,28834
funeral,106010,27581
funmaza,106775,28864
funn,106823,26617
funny,106782,5147
funy,106782,5147
furqan,106793,27861
furqat,106795,28669
fursat,106821,5148
furst,106821,5149
further,106807,27186
fuse,106337,26591
future,106817,26634
fuzul,106852,27384
fwd,137040,5150
fwrd,137040,27372
fyn,106843,5151
g,114605,5152
ga,106966,29000
gaa,106966,5156
gaali,106981,29051
gaana,107171,29065
gaand,107180,29068
gaandu,108207,5153
gaaon,107358,5154
gaari,107312,5155
gaay,107026,5156
gaaye,107383,5157
gaddi,107019,5158
gadha,107594,29116
gadhay,108536,29116
gadhe,108536,29116
gadhey,108536,29116
gadhy,108536,29116
gadi,107019,5159
gaee,108932,29000
gaei,107026,29000
gaen,108013,5160
gaey,108929,5196
gah,107037,29046
gahak,107038,29047
gahr,107887,29162
gai,108932,29000
gaia,108929,29000
gaib,107767,29089
gaie,108929,29000
gain,106964,5161
gair,107783,5162
gaiy,108929,29000
gajar,107084,5163
gala,107086,5164
galat,108614,5165
galati,108193,29241
galaxy,108182,5166
galay,107143,5170
gale,108185,5167
galey,107143,5167
gali,108185,5167
galia,108194,5164
galian,108194,5168
galib,107637,5169
galion,108196,29055
galiya,108194,29051
galiyan,108194,5168
galiyon,108196,29055
galt,108614,29241
galti,108193,29241
galy,107143,5170
galz,108771,29198
gam,107149,5171
gambler,107154,29327
game,107156,5172
games,107169,29339
gamezgear,107162,29341
gan,108732,5178
gana,107171,29065
ganay,107240,29065
gand,108700,29068
ganda,108203,5173
ganday,108699,5173
gande,108699,5173
gandh,108700,29387
gandhi,107192,29387
gandi,108701,29068
gando,108207,5174
gandoo,108207,5174
gandu,108207,5153
gandy,108699,5173
gane,107240,29065
gang,106872,29140
gangsta,107221,29428
gangster,107221,29424
ganja,108726,29436
ganta,107957,5175
ganwa,108829,29463
gao,107331,5177
gaon,107332,5178
gaoun,107332,5179
gap,108742,29079
gar,107257,5180
gara,107262,5181
garam,108463,29501
gard,108756,29510
gardan,108759,29511
gardish,108415,29517
gareb,108432,29524
gareeb,108432,29524
garh,107283,29534
gari,107312,5182
garib,108432,29524
garm,108463,29501
garmi,108464,29501
garoor,108784,29567
garor,108784,29567
gas,133795,5183
gashti,108798,29583
gata,107319,5184
gather,108511,29602
gav,107388,29626
gave,107388,29626
gawa,108829,29634
gawadar,108918,29641
gawah,108910,29635
gawara,108917,29638
gay,106945,5196
gaya,108923,29000
gayab,108933,29089
gayay,107383,5196
gaye,108929,5196
gayee,108932,5196
gayen,108013,5185
gayi,108012,29000
gays,107391,5186
gayz,107391,29030
gazab,107749,29709
gazal,108941,29710
gea,108923,29000
gee,114605,5187
geebat,107799,29764
geela,107800,5188
geelay,107465,5189
geeli,107463,5188
geet,108148,29027
gehra,108015,5190
gehray,107774,5191
gehre,107774,5193
gehri,107456,5192
gehry,107774,5193
gein,107460,5194
geli,107463,5188
gender,107476,29371
geneous,107477,29845
general,107490,29846
generation,108212,29853
genious,114292,29845
genius,114292,29845
genuine,107497,29890
ger,108133,5195
get,107541,29027
getin,108514,29949
geting,108514,29954
getng,108514,29954
gettin,108514,29949
getting,108514,29954
getup,107542,29967
gey,108929,5196
geya,108923,29000
gft,108014,29983
gg,107555,5197
ghaas,107719,5198
ghabra,107759,30013
ghabrana,107761,30014
ghabrao,107585,30013
ghaeb,107767,29167
ghafil,107612,29997
ghafoor,107613,30052
ghaib,108933,29167
ghairat,107785,30003
ghajini,107627,30083
ghalat,108614,30093
ghalib,107637,29999
ghalt,108614,30093
ghalti,108193,30093
gham,107926,29161
ghamo,107814,29161
ghamon,107814,30125
ghanta,107957,30146
ghantay,108214,30146
ghante,108214,30146
ghar,107887,29162
ghareeb,108432,30004
ghari,107895,5199
gharib,108432,30004
gharon,107900,29180
gharoor,108784,30163
gharor,108784,30163
gharur,108784,30163
gharz,108786,30005
ghat,107909,5202
ghata,107913,29186
ghatia,107996,29186
ghatiya,107996,29186
ghayab,108933,29167
ghayb,108933,29167
ghazab,107749,30248
ghazal,108941,30250
ghazi,107750,30009
ghazl,108941,30250
gheebat,107799,30276
gher,107783,29162
gheron,107790,29180
ghibat,107799,30276
ghlt,108614,30093
ghlti,108193,30093
ghm,107926,29161
ghom,108302,29161
ghont,107848,30146
ghoom,108302,29161
ghoostrider,108338,30402
ghor,108350,29162
ghora,107866,29162
ghoray,107876,29162
ghori,107871,5200
ghost,108337,30212
ghota,107882,5201
ghotki,108343,30229
ghour,108350,29162
ghr,107887,29162
ghulam,108608,30471
ghum,107926,29161
ghurbat,108755,30167
ghuroor,108784,30163
ghus,108799,29163
ghusa,106933,29163
ghusal,108809,30457
ghusay,107987,29163
ghuse,107987,29163
ghussa,108801,29163
ghussay,108810,29163
ghusse,108810,29163
ghussy,108810,29163
ghusy,107987,29163
ghut,107988,5202
gi,114605,29000
gia,115256,29000
gie,108012,29000
gift,108014,29983
gila,108171,5203
gilay,108183,5204
gin,108032,5205
gina,108027,29065
ginti,108035,29455
gir,108133,29080
gira,108135,29080
giray,108145,29080
gird,108136,5206
gire,108145,29080
giri,108445,29080
girl,112858,29207
girlfriend,108769,30724
girlfrnd,108769,30724
girls,108771,5207
girlscorner,108098,30751
girlsnumbers,108127,30759
girlz,108771,30733
girne,108132,29209
girta,108492,29205
girte,108143,29205
girti,108493,29205
girty,108143,29205
giry,108145,29080
giv,108937,29626
give,108937,29626
given,108902,29633
gives,108905,30816
givin,108903,29633
giving,108903,30821
gladiator,108173,30855
gli,108185,29051
glti,108193,29241
glz,108771,29198
gndi,108701,5208
goals,108224,29296
goat,106878,5209
gobar,108226,29090
god,108348,29040
goda,108308,29040
goes,108367,5210
goin,114977,5211
going,108244,5211
gol,108260,29051
gold,108184,29253
golden,108253,31006
goldn,108253,31006
goli,108631,29051
goliyan,108259,29055
goma,108664,5212
gon,108732,5213
gona,108304,5214
goo,108279,5215
good,108828,29040
goodmorning,108550,29752
goodnight,108558,31086
goodnite,108558,29755
google,108298,5216
goonj,108306,5217
gorgeous,108325,29910
gori,108316,5218
goro,108329,5219
gosht,107878,5220
gossip,141949,29741
gotki,108343,31184
gov,108363,5221
government,108363,31201
govt,108363,31211
goya,108516,5222
graduate,108388,31275
graduation,108417,31274
grand,108470,29560
graphics,108390,31312
great,108491,5223
greater,108427,31349
greatest,108494,31324
greeting,108443,31380
greetings,108438,31381
gril,108449,29207
grl,112858,29207
grlfrnd,108769,30724
grlz,108771,30733
grop,108785,5224
group,108785,29569
groups,108484,31148
grow,108497,30802
growing,108487,31457
grp,108785,29569
grup,108785,29569
grw,108497,30802
gsm,108503,31491
gu,108279,5226
guarantee,108780,29504
guddulahorey,108533,31560
gudmorng,108550,29751
gudmorning,108550,29752
gudmrning,108550,29752
gudnite,108558,5227
gudnyt,108558,5228
guess,106887,5229
guests,108567,31607
guftago,108579,29984
guftagoo,108579,29984
guftagu,108579,29984
guftgu,108579,29984
guftugu,108579,29984
gui,108515,29000
guid,134643,5230
guidance,108582,31084
guide,134643,5231
guitar,108151,5232
gujar,108589,29048
gujarkhan,108587,31653
gujra,108593,5233
gujranwala,108767,31662
gul,108636,29051
gulaab,108637,29057
gulab,108637,29057
gulabi,108605,29057
gulabo,108607,29057
gulam,108608,30859
gulberg,108616,31689
gulfam,108621,31698
gulistan,108652,31710
gulshan,108651,30892
gulzar,108658,31750
gum,108668,29064
gumaan,108669,29322
guman,108669,29322
gumm,108668,29064
gumnam,108826,31765
gun,108732,5234
guna,108304,5235
gunaah,108733,29873
gunah,108733,29873
gunahgar,108723,31785
gunaho,108734,29873
gunahon,108734,30923
gunha,108733,29873
gunnah,108733,29873
gunners,108735,29857
gup,108742,29079
